question,type,difficulty,history,retrieved_context,ans_small_openai
"국방과학연구소 기록관리 보안 환경(보수망), 울산광역시 버스정보망(대중망), 보건산업진흥원 의료기기 정보망(관제망) 등 서로 다른 3대 정보 체계 발주 예산을 전체 종합하여 계산하시오. 이후 이들이 각자의 시스템에서 다루는 데이터가 만약 마비(다운)될 경우 맞닥뜨릴 피해 대상 타격을 1)대공안보 타격, 2)사회적 이동 불편, 3)국가 기관 통계 차질이라는 관점에서 매칭해 요약하세요.",B,상,[],"







",[생성 오류: 최대 재시도 초과]
고려대학교의 '차세대 포털·학사 정보시스템 구축' 제안서에서 사업 수주 업체 직원들에게 제공되는 교내 주차장 무상 정기권 배부 수량은 총 몇 매입니까?,D,하,[],"







","해당 정보를 찾을 수 없습니다.

출처 문서명: 제공된 참고 문서 없음"
한국철도공사(용역)의 예약발매시스템 개량 ISMP 추진 과업의 지시서 내에 매표소 안내원의 유니폼을 교체하기 위한 하복 제작 피복비 예산 한도가 어떻게 책정되어 지정되었습니까?,D,하,[],"







","해당 정보를 찾을 수 없습니다.

출처 문서명: 제공된 참고 문서 없음"
저기여 보홈게뱔원에서 지금 그거 실쏜보험 쳥구 전산화 샤업 이거 하는이유 목적이 뭔지 존나게 심플하게 한문쟝으루만 딱 알랴줄랩쇼?,E,중,[],"







","해당 정보를 찾을 수 없습니다.

출처: 제공된 참고 문서 없음"
수쨔언꽁샤 씨엠애스 현장 건슐툥합고됴화 사업 쳥 에싼이랑요 그리구 고려댸 포탈시스템 구축 에산이랑 어느게 얼먄큼 더 큰건지 규모 차이 죰 자세히 요략 해쥬쇼!,E,상,[],"







",[생성 오류: 최대 재시도 초과]
(사)보험개발원의 실손보험 청구 전산화 시스템 구축 사업 공고문상 책정된 발주 기초금액은 얼마인가요?,A,하,[],"o (보험사 업무 비효율성) 입수한 서류 시스템 입력 및 검증에 다수 인력 소요 및 심사 후 종이문서 보관하는 형태의 비효율성 존재
 o (보험사 업무 지연) 서류가 불일치하거나 부정확한 경우가 많아 재요청해야 하여 업무 지연
 
Ⅲ
 사업추진체계 및 일정
1. 추진 방향
 이용자 중심의 편리한 실손보험 보험금 청구 서비스 수립
 안심하고 이용할 수 있는 개인정보 및 의료데이터 유통체계 구축
 365일 24시간 이용할 수 있는 대국민포털 구축
2. 사업추진체계
 
(주관기관)
보험개발원
정보시스템 감리
사업수행업체
 
구 분

시스템 운영 
 - 운영교육 및 기술이전
 - 실손보험 청구 전산화 시스템 운영
 - 시스템 유지보수
※ 상기 추진 일정은 사업추진 과정에서 협의-조정될 수 있음
 
Ⅳ
 제안 요청 내용
1. 목표 업무 프로세스
 ‘실손보험 청구 전산화’란?
 o 실손보험에 가입한 환자가 요청하면 요양기관이 진료내역 등을 전자문서 형태로 제3의 전송대행기관을 거쳐 보험계약을 체결한 보험사에 보내는 방식
 실손보험 청구 전산화 업무 구성 및 절차
 
실손보험 청구 전산화 업무 구성 및 절차

o 이번 개정 법률은 요양기관과 보험사 간 전송대행기관을 두고 청구 전산화를 구현하는 것으로 별도 시스템 구축을 필요로 하고 있음
3. 실손보험 청구 전산화 시스템 개요
 참여기관 : 전국 요양기관(병의원 및 약국), 실손보험계약을 보유 또는 보유예정인 보험사
 
 
실손보험 청구 전산화 시스템 개념도
 주요기능
 o 진료를 받은 보험가입자의 요청에 따라 요양기관에서 보험사로 보험금 청구 필요서류를 전자적 방법으로 전송
 o 전송대행기관은 요양기관으로부터 전자문서를 수신받아 가입보험사로 전달

o 이번 개정 법률은 요양기관과 보험사 간 전송대행기관을 두고 청구 전산화를 구현하는 것으로 별도 시스템 구축을 필요로 하고 있음
3. 실손보험 청구 전산화 시스템 개요
 참여기관 : 전국 요양기관(병의원 및 약국), 실손보험계약을 보유 또는 보유예정인 보험사
 
 
실손보험 청구 전산화 시스템 개념도
 주요기능
 o 진료를 받은 보험가입자의 요청에 따라 요양기관에서 보험사로 보험금 청구 필요서류를 전자적 방법으로 전송
 o 전송대행기관은 요양기관으로부터 전자문서를 수신받아 가입보험사로 전달

실손보험 청구 전산화 시스템 구축
제안요청서
>
2024. 3 
 
 
목 차
Ⅰ. 사업 개요
 1. 개요 	 - 	 2
 2. 추진배경 및 필요성	 - 	 2
 3. 실손보험 청구 전산화 시스템 개요	 - 	 3
 4. 사업 수행 대상	 - 	 4
 5. 기대효과	 - 	 5
Ⅱ. 업무 현황
 1. 실손보험 청구 현황	 - 	 6
 2. 문제점	 - 	10
Ⅲ. 사업추진체계 및 일정
 1. 추진 방향	 - 	11
 2. 사업추진체계	 - 	11
 3. 추진 일정	 - 	 12
Ⅳ. 제안 요청 내용","해당 정보를 찾을 수 없습니다.

출처: 실손보험 청구 전산화 시스템 구축 제안요청서 (2024. 3)"
국방과학연구소의 기록관리시스템 통합 활용 프로젝트에 책정된 예산 규모를 알려 주십시오.,A,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: 제공된 [참고 문서]"
한국수자원공사의 '건설통합시스템(CMS) 고도화' 사업은 내부의 어떤 관리 업무를 통합 전산망으로 고도화하려는 목적입니까?,A,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: [참고 문서]"
한국보건산업진흥원의 의료기기산업 종합정보시스템 기능개선 사업이 해결해야 할 가장 시급한 운영자(오퍼레이터) 측면의 기술적 애로사항은 무엇입니까?,A,중,[],"







","해당 정보를 찾을 수 없습니다.

출처: [참고 문서]"
"한국생산기술연구원의 2세대 전자조달시스템 구축 사업 예산 94,000,000원 중, 서버 이관 및 세팅 비용으로 15,000,000원이 고정 배정되고 나머지 예산을 외주 개발자 2명에게 공평하게 월급 형태로 5개월 간 지급한다고 가정할 때 개발자 1인이 월별로 수령하는 가상의 개발 인건비는 얼마입니까?",A,상,[],"







","해당 정보를 찾을 수 없습니다.

출처: 제공된 참고 문서(없음)"
"울산광역시 버스정보시스템 확대 구축 사업의 총 예산 986,945,000원이 연말 예산 감축 정책에 따라 기재부로부터 일괄적으로 15% 일괄 삭감 조치를 통보받았을 경우, 이 감축 사태로 인해 울산광역시가 최종적으로 쥐고 운용해야 하는 삭감 후 잔여 편성 예산은 얼마로 추산되나요?",A,상,[],"







",[생성 오류: 최대 재시도 초과]
고려대학교의 대규모 학사 정보시스템 사업(약 112.7억)과 국방과학연구소 대용량 자료전송시스템 고도화(약 3.1억) 간의 투자 예산 금액 격차는 얼마인가요?,B,하,[],"







",[생성 오류: 최대 재시도 초과]
"한국보건산업진흥원의 의료기기시스템 기능개선 비용(50,000,000원)과 국방과학연구소 보안 환경 구축 비용(282,300,000원)을 합산한 예산의 종합 크기는 얼마입니까?",B,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: [참고 문서]"
고려대 학사 포털 시스템 재구축 예산(약 112.7억)이 울산광역시 버스정보시스템 확대 예산(약 9.87억)을 상회하고 있습니까?,B,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: 제공된 참고 문서(내용 없음)"
한국철도공사의 예약발매(예외 법인 에스알) ISMP 용역과 을지대학교 비교과시스템 개발 사업 중 각 사업의 예산 규모를 과업 문서의 단독 정보로 명시하여 고시한 구역이 있습니까?,B,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: 제공된 참고 문서 없음"
수자원공사의 사고분석솔루션 용역과 생기원의 2세대 전자조달시스템 구축 체계는 조직 내 실무자들의 의사결정을 돕는 데 큰 역할을 합니다. 양 체계가 다루는 의사결정의 주 대상 데이터 성격은 모니터링적 관점에서 어떻게 갈리나요?,B,중,[],"







","제공된 참고 문서에서 수자원공사의 사고분석솔루션 용역과 생기원의 2세대 전자조달시스템 구축 체계가 모니터링 관점에서 다루는 의사결정의 주 대상 데이터 성격을 비교한 내용은 찾을 수 없습니다. 해당 정보를 찾을 수 없습니다.

출처: 제공된 참고 문서 없음"
국방과학연구소의 1) 대용량 자료전송시스템 고도화 2) 기록관리 환경 보안 구축 사업 모두가 동일한 연구소망 위에서 국방 조직을 상대로 폐쇄적인 서비스를 제공합니다. 그러나 가장 본질적인 시스템 지향성 측면(유동성과 격리성)에서 양 조직이 추구하는 차의점의 근본 원인은 무엇입니까?,B,중,[],"







","해당 정보를 찾을 수 없습니다.

제공된 [참고 문서]에 관련 내용이 없습니다. 출처: 제공된 [참고 문서] (문서 없음)"
보험개발원의 실손보험 청구 체계 사업과 에스알의 예약발매시스템 ISMP 구축 사업이 모두 전국 단위의 트래픽을 관장하는 인프라를 지표로 삼고 있습니다. 양 사업의 전략 수립 시 공통적으로 제일 경계하고 있는 '대규모 국민 피해 리스크'의 매커니즘은 무엇입니까?,B,중,[],"o (보험사 업무 비효율성) 입수한 서류 시스템 입력 및 검증에 다수 인력 소요 및 심사 후 종이문서 보관하는 형태의 비효율성 존재
 o (보험사 업무 지연) 서류가 불일치하거나 부정확한 경우가 많아 재요청해야 하여 업무 지연
 
Ⅲ
 사업추진체계 및 일정
1. 추진 방향
 이용자 중심의 편리한 실손보험 보험금 청구 서비스 수립
 안심하고 이용할 수 있는 개인정보 및 의료데이터 유통체계 구축
 365일 24시간 이용할 수 있는 대국민포털 구축
2. 사업추진체계
 
(주관기관)
보험개발원
정보시스템 감리
사업수행업체
 
구 분

※ 1차: ’24년 4월~10월 25일, 2차: ’24년 10월~’25년 10월 25일
 계약방식 : 일반경쟁입찰, 협상에 의한 계약
 ※ 본 제안요청서에서는 사업예산이 포함되지 않음
2. 추진배경 및 필요성
 실손보험은 국민건강보험의 보완형으로 도입되어 ’23년말 국민 약 4천만명이 가입한 일상생활에 필수적인 보험상품으로 성장함
 o 연간 약 1억건을 초과하는 보험금 청구와 지급이 이루어지고 있으나 복잡한 절차*로 인한 소비자 불편이 계속 문제점으로 지적됨

※ 1차: ’24년 4월~10월 25일, 2차: ’24년 10월~’25년 10월 25일
 계약방식 : 일반경쟁입찰, 협상에 의한 계약
 ※ 본 제안요청서에서는 사업예산이 포함되지 않음
2. 추진배경 및 필요성
 실손보험은 국민건강보험의 보완형으로 도입되어 ’23년말 국민 약 4천만명이 가입한 일상생활에 필수적인 보험상품으로 성장함
 o 연간 약 1억건을 초과하는 보험금 청구와 지급이 이루어지고 있으나 복잡한 절차*로 인한 소비자 불편이 계속 문제점으로 지적됨

실손보험 청구 현행 방식
 o 현행 실손보험 청구는 보험가입자가 보험사에 보험금을 청구하는 ‘직접청구’ 방식과 요양기관 단말기를 통해 보험금을 청구하는 방식 존재
 o ‘직접청구’ 방식은 보험가입자가 요양기관에서 청구 필요서류를 발급받아 보험사 앱/웹 또는 오프라인으로 제출함
 
제출방법
설명
보험사 앱(홈페이지)
서류 스캔 또는 사진촬영 후 이미지(pdf등) 파일로 제출
오프라인(사본제출 및 Fax)
실물 문서 사본을 보험사 창구에서 제출,
실물 문서 사본을 보험사에 우편으로 제출, 
실물 문서 사본을 Fax로 보험사로 제출

o (청구서 작성 및 서류제출) 보험가입자 또는 청구 대리인은 청구서를 작성하고 발급받은 서류와 함께 보험사에 제출
 　-청구 시 보험사의 개인정보처리 동의서를 작성하며, 대리인이 청구하는 경우 권한을 위임받아야 함
 o (보험금 지급 심사) 보험사는 제출된 서류를 기반으로 보험금 지급 여부와 지급액을 결정
 o (보험금 지급) 보험사는 보험금 청구자와 보험가입자에게 보상 금액을 안내하고 보험금을 보험가입자에게 지급
 실손보험 청구 현행 방식",[생성 오류: 최대 재시도 초과]
"본 섹션에 명시된 고려대학교 학사 정보 차세대 사업, 수자원공사 건설통합시스템 확충 사업, 보건산업진흥원 의료기기시스템 기능개선의 배정 예산을 우선 일괄 병합 계산해 보십시오. 나아가, 이 3대 과제가 노후 서버(레거시) 교체를 목표로 함에도 불구하고 '새로운 규제 법안 충족 혹은 대규모 신규 이용자 패턴(예: 모바일 우선 정책 등) 수용'이라는 각각의 새로운 환경 제약을 뚫어야 하는 당면 과제를 비교 묘사하십시오.",B,상,[],"







",[생성 오류: 최대 재시도 초과]
