question,type,history,kure_openai_avg_faithfulness,kure_openai_avg_relevance,kure_openai_avg_rejection,kure_openai_avg_correctness,kure_openai_avg_context_precision,kure_openai_avg_context_recall,small_openai_avg_faithfulness,small_openai_avg_relevance,small_openai_avg_rejection,small_openai_avg_correctness,small_openai_avg_context_precision,small_openai_avg_context_recall,kure_gemma_avg_faithfulness,kure_gemma_avg_relevance,kure_gemma_avg_rejection,kure_gemma_avg_context_precision,kure_gemma_avg_correctness,kure_gemma_avg_context_recall,kure_phi_avg_faithfulness,kure_phi_avg_relevance,kure_phi_avg_rejection,kure_phi_avg_context_precision,kure_phi_avg_correctness,kure_phi_avg_context_recall,kure_qwen_avg_faithfulness,kure_qwen_avg_relevance,kure_qwen_avg_rejection,kure_qwen_avg_context_precision,kure_qwen_avg_correctness,kure_qwen_avg_context_recall,koe5_gemma_avg_faithfulness,koe5_gemma_avg_relevance,koe5_gemma_avg_rejection,koe5_gemma_avg_context_precision,koe5_gemma_avg_correctness,koe5_gemma_avg_context_recall,koe5_phi_avg_faithfulness,koe5_phi_avg_relevance,koe5_phi_avg_rejection,koe5_phi_avg_context_precision,koe5_phi_avg_correctness,koe5_phi_avg_context_recall,koe5_qwen_avg_faithfulness,koe5_qwen_avg_relevance,koe5_qwen_avg_rejection,koe5_qwen_avg_context_precision,koe5_qwen_avg_correctness,koe5_qwen_avg_context_recall,koe5_openai_avg_faithfulness,koe5_openai_avg_relevance,koe5_openai_avg_rejection,koe5_openai_avg_context_precision,koe5_openai_avg_correctness,koe5_openai_avg_context_recall,small_gemma_avg_faithfulness,small_gemma_avg_relevance,small_gemma_avg_rejection,small_gemma_avg_context_precision,small_gemma_avg_correctness,small_gemma_avg_context_recall,small_phi_avg_faithfulness,small_phi_avg_relevance,small_phi_avg_rejection,small_phi_avg_context_precision,small_phi_avg_correctness,small_phi_avg_context_recall,small_qwen_avg_faithfulness,small_qwen_avg_relevance,small_qwen_avg_rejection,small_qwen_avg_context_precision,small_qwen_avg_correctness,small_qwen_avg_context_recall
한국보건산업진흥원의 의료기기산업 종합정보시스템 기능개선 사업 목표에서 개편하는 핵심 타깃 사용자 인터페이스는 무엇인가요?,A,[],4,4,5,,4,,5,5,5,,4,,5,2,5,5,,,5,1,5,5,,,5,1,5,1,,,1,5,1,5,,,1,2,1,5,,,5,2,5,5,,,5,5,5,5,,,1,4,1,5,,,1,2,5,5,,,5,2,5,5,,
국방과학연구소 '대용량 자료전송시스템 고도화' 용역의 전체 사업 예산 규모는 어떻게 책정되었습니까?,A,[],5,1,5,,1,,3,5,5,,1,,5,2,5,1,,,5,1,5,1,,,5,3,5,1,,,3,2,5,1,,,5,3,5,1,,,1,4,5,1,,,5,1,5,2,,,1,1,5,2,,,5,2,5,1,,,1,4,5,1,,
한국수자원공사의 '건설통합시스템(CMS) 고도화' 과정이 기존에 파편화되었던 현장 안전관리 모듈을 대체하여 최종적으로 통합하려는 단일 아키텍처의 목표는 무엇인가요?,A,[],3,2,5,,3,,1,2,5,,4,,5,2,5,5,,,1,4,1,5,,,1,2,5,5,,,1,3,1,1,,,1,1,1,5,,,1,3,5,5,,,2,2,5,3,,,2,3,1,5,,,1,2,1,1,,,1,2,5,5,,
한국보건산업진흥원의 의료기기 시스템 고도화 사업에서 '통계 추출 속도의 병목 제거'를 위해 개발자가 필수로 조정해야 하는 내부 DB 아키텍처의 조치 사항은 무엇입니까?,A,[],2,3,5,,2,,1,2,5,,2,,5,1,5,5,,,5,1,5,1,,,5,2,5,1,,,1,2,5,1,,,5,1,5,5,,,5,2,5,1,,,1,2,5,2,,,1,2,5,5,,,5,2,5,1,,,5,2,5,5,,
"울산광역시 버스정보시스템 확대 구축 용역(9.87억)을 이행할 때, 초기 발주 장비 선금으로 전체 예산의 25%가 공제되고, 소프트웨어 유지보수 잔여 예비비로 15%가 남겨진다면, 실질적인 중도 구축 과정에 투입 가능한 중간 운용 자산의 가액은 얼마입니까?",A,[],3,4,5,,4,,2,5,1,,2,,1,3,1,1,,,1,5,1,1,,,1,4,1,1,,,5,1,5,3,,,1,2,1,5,,,1,5,1,1,,,1,2,5,5,,,5,2,5,5,,,1,4,1,1,,,1,5,1,1,,
고려대학교 차세대 포털·학사 정보시스템 사업비(약 112.7억)와 한국수자원공사 건설통합시스템 고도화 사업비(약 7.8억) 간의 투자 예산 금액 격차는 얼마인가요?,B,[],1,3,3,,2,,2,2,1,,2,,1,5,1,5,,,1,5,1,5,,,1,5,1,5,,,1,2,5,1,,,1,5,1,5,,,1,2,5,5,,,2,2,5,3,,,1,1,5,5,,,1,5,1,5,,,1,5,1,5,,
"국방과학연구소 기록관리시스템 보안 구축 비용(282,300,000원)과 대용량 자료전송시스템 비용(316,800,000원)을 합산한 통합 예산의 크기는 얼마입니까?",B,[],2,5,1,,5,,2,5,5,,5,,1,5,1,5,,,1,5,5,5,,,1,5,1,5,,,1,1,5,5,,,1,5,1,5,,,1,5,1,5,,,2,5,5,4,,,5,1,5,5,,,1,5,1,5,,,1,5,1,5,,
"(주)에스알의 예약발매시스템(ISMP) 사업과 을지대학교 비교과시스템 개발 사업 간, 자체 예산액이 수치로 명시된 곳은 어디인가요?",B,[],2,2,3,,2,,1,2,1,,1,,5,2,5,1,,,5,1,5,5,,,5,3,5,2,,,1,4,5,5,,,1,4,5,5,,,1,2,5,2,,,1,2,5,2,,,1,3,5,5,,,1,1,5,4,,,1,3,5,5,,
울산광역시 버스정보시스템 구축(약 9.87억) 사업과 한국보건산업진흥원 의료기기 정보시스템(0.5억) 중에서 기술 고도화에 월등히 많은 재원이 책정된 발주처는 어디인가요?,B,[],1,2,5,,4,,1,4,1,,3,,1,1,1,1,,,5,1,5,5,,,1,5,1,4,,,1,5,1,5,,,1,3,1,5,,,1,5,1,5,,,2,2,5,3,,,1,3,3,5,,,1,2,1,1,,,1,3,1,5,,
(사)보험개발원의 실손보험 전산화 체계와 한국생산기술연구원의 2세대 전자조달시스템은 모두 국가 범위의 '인프라 혁신'을 추진합니다. 기존에 각각 어떤 방식의 수기(Manual) 체계를 전자(Digital)로 탈바꿈시키는지 그 대상 매개체를 대조해 보십시오.,B,[],1,1,5,,1,,2,3,5,,4,,5,1,5,5,,,1,2,1,5,,,1,2,5,4,,,5,2,5,1,,,5,1,1,1,,,1,1,5,5,,,2,2,5,2,,,1,1,3,5,,,1,2,5,5,,,2,2,5,1,,
한국수자원공사의 사고분석솔루션 시범구축과 국방과학연구소 대용량 자료전송시스템 모두 안정적인 '대용량 데이터의 이관 및 복원 접근성'을 극대화한다는 목표가 같습니다. 양자가 취급하는 핵심 대용량 데이터의 물리적 원천은 어떻게 다릅니까?,B,[],3,3,5,,1,,2,2,5,,2,,5,1,5,5,,,5,1,5,5,,,5,2,5,3,,,1,3,5,5,,,5,1,5,1,,,1,3,5,1,,,1,2,5,1,,,1,2,1,5,,,1,3,5,4,,,5,1,5,4,,
"고려대학교의 대규모 학사 정보 차세대 포털 사업비와 울산광역시의 대형 버스정보시스템 확장 사업비를 먼저 합산한 금액을 명시하십시오. 나아가 을지대학교 비교과시스템 개발 사업과 고려대(학사) 포털 구축 사업을 교차 비교할 때, '단일 행정 지원' VS '대학 종합 학사 체계 전면 재구축'의 개발 포커스 차이가 발생하는 핵심 배경을 학생 서비스 측면에서 논증하세요.",B,[],1,2,5,,1,,1,1,5,,1,,5,1,5,1,,,5,1,5,1,,,1,2,3,1,,,1,2,5,1,,,5,1,5,1,,,1,2,1,1,,,1,2,5,2,,,1,2,5,1,,,1,2,1,1,,,1,2,5,1,,
"국방과학연구소의 기록관리 환경 보안 구축 비용과 대용량 자료전송시스템 개선 예산을 병합한 다음, 이 총액을 한국보건산업진흥원의 의료기기 정보시스템 기능개선 비용과 합산하여 도출되는 3대 국가 기술 정보망 고도화 총 예산을 구하십시오. 그리고 세 기관이 공통으로 개편하는 기술 목표 중 '기존 시스템의 병목 현상 및 폐쇄성 타파를 위한 UI 관점의 성과'를 논의 평가해 보세요.",B,[],1,2,5,,2,,2,2,5,,2,,5,3,5,1,,,5,1,5,1,,,1,2,5,1,,,1,2,3,1,,,5,1,5,1,,,1,2,5,1,,,1,2,5,2,,,1,2,3,1,,,1,2,5,1,,,1,2,5,2,,
한국생산기술연구원의 '2세대 전자조달시스템 기반구축' 과정에서 개발자 투입 인력이 템플릿 제작 시 사용해야만 하는 사내 공인 '웹 에디터 프로 버전' 라이선스의 연간 구독 비용은 사업 지시서에 얼마로 할당되어 있습니까?,D,[],2,2,5,,1,,3,3,5,,1,,5,2,5,1,,,5,1,5,1,,,5,1,5,1,,,5,1,5,1,,,5,2,5,1,,,1,2,5,1,,,1,5,5,1,,,5,3,5,5,,,5,2,5,1,,,1,1,5,1,,
울산광역시가 발주한 '버스정보시스템 확대 구축' 용역을 수행하는 업체 대표자가 사업 기한을 맞추지 못할 때 지방자치단체에 매일 납부해야 하는 '계약법 상의 일일 지체상금 공제율 비율(%)'은 제안요청서에 정확히 몇 퍼센트로 정의되어 있나요?,D,[],3,4,5,,2,,3,2,5,,1,,5,2,5,1,,,5,2,5,1,,,5,1,5,2,,,1,2,5,5,,,1,3,5,1,,,1,3,5,5,,,1,2,5,1,,,1,3,5,5,,,2,4,5,5,,,1,2,5,1,,
그뎌기요 보홈개뱔원애서 하는 실쏜보홈 쳥구 전싼화 사옵 그 예산 쳥액이 맹시적으로 어뜨케 표시대어 잇서요?,E,[],5,1,5,,2,,2,3,3,,5,,5,2,5,1,,,5,2,5,1,,,5,1,5,1,,,5,2,5,1,,,5,2,5,1,,,1,2,1,1,,,5,3,1,5,,,5,1,5,1,,,5,2,5,1,,,1,2,1,1,,
에쑤알이 진행하는 발먜시스템 이에스앰피(ISMP) 이거 결국 그래서 그 기획 끝나구 나면 본 게임에서 시스템을 클라우드로 옭겨버리는 전면적인 서버 이관까지가 이 용역의 최종 과업에 다 껴있는 부분인가부죠?,E,[],5,5,5,,5,,3,4,3,,5,,5,1,5,2,,,5,2,5,2,,,5,2,5,1,,,1,3,1,2,,,1,4,1,3,,,1,4,1,2,,,3,4,5,4,,,1,3,5,1,,,1,2,1,1,,,1,3,1,2,,
국방과학연구소 발주 '기록관리시스템 통합 활용 및 보안 환경 구축' 사업의 예산 금액은 얼마입니까?,A,[],4,2,5,,2,,5,3,5,,3,,5,2,5,1,,,5,2,5,1,,,5,1,5,1,,,1,5,5,1,,,5,3,5,1,,,1,2,5,1,,,4,3,5,2,,,1,5,5,1,,,5,3,5,1,,,2,2,5,1,,
한국보건산업진흥원이 기능 개선을 도모하는 대상 타깃 시스템의 전체 사업 한도액은 얼마입니까?,A,[],5,5,5,,5,,5,5,5,,5,,5,1,5,1,,,5,1,5,1,,,5,1,5,1,,,1,5,1,1,,,1,5,1,1,,,1,5,1,1,,,5,5,5,5,,,1,3,1,1,,,5,1,5,1,,,1,5,1,1,,
울산광역시가 주관하는 '2024년 버스정보시스템 확대 구축 및 기능개선 용역'의 기초 예산 규모는 어떠한가요?,A,[],5,5,5,,5,,5,5,5,,4,,5,2,5,1,,,5,2,5,1,,,5,1,5,1,,,1,3,1,1,,,1,2,5,1,,,1,5,1,1,,,5,5,5,5,,,2,4,3,1,,,5,3,5,1,,,1,5,1,1,,
"(사)보험개발원의 실손보험 청구 전산화 구축 제안요청서 범위 내에서, 단순 데이터 서버 통신망 연결 개편 외에 '보안 조치 강화' 측면으로 병행 요구되는 핵심 아키텍처 과업은 무엇입니까?",A,[],4,2,5,,4,,3,2,5,,4,,3,2,5,2,,,1,2,5,2,,,3,3,5,2,,,2,2,1,2,,,1,2,5,2,,,1,4,1,2,,,2,3,5,4,,,2,4,1,2,,,5,2,5,2,,,1,3,1,2,,
국방과학연구소의 대용량 자료전송시스템 고도화 과업 대상인 기존 구형 시스템이 내포하던 '네트워크 대역폭 운용의 비효율성'이란 구체적으로 어떻게 서술되어 있나요?,A,[],2,3,5,,1,,2,3,5,,1,,5,2,5,5,,,5,2,5,4,,,5,2,5,1,,,1,5,5,5,,,5,2,5,4,,,1,2,5,5,,,2,2,5,1,,,1,2,5,5,,,5,1,5,5,,,1,2,5,5,,
"한국수자원공사의 건설통합시스템(CMS) 고도화 사업비 7억 8,023만 원 중 만일 20%가 외부 보안 감리 평가 및 외부망 방화벽 도입 분리 자금으로 선 사용되었고 그 잔여금에서 50%만이 신규 CMS 코딩에 할당된다고 할 때 신규 코딩용으로 남는 가상 자산은 얼마인가요?",A,[],1,5,1,,4,,1,1,3,,5,,1,5,1,5,,,1,1,1,5,,,1,5,1,5,,,1,3,5,5,,,5,1,5,5,,,1,5,1,5,,,1,5,1,5,,,1,2,5,5,,,1,2,5,5,,,1,5,1,5,,
고려대학교의 '차세대 교내 포털·학사 정보시스템 사업비(약 112.7억)'와 울산광역시의 '버스정보시스템 확대 구축 사업비(약 9.87억)'의 예산 스케일 차이는 총 얼마인가요?,B,[],1,1,5,,1,,2,5,3,,2,,1,2,1,5,,,1,1,1,5,,,1,5,1,5,,,1,1,5,5,,,1,4,1,5,,,1,2,5,5,,,1,2,5,4,,,1,3,5,1,,,1,5,1,1,,,1,5,1,5,,
"울산광역시 버스정보시스템 확대 구축(986,945,000원) 및 한국생산기술연구원의 2세대 전자조달망 구축(94,000,000원)의 사업 비용을 두 종합하면 얼마입니까?",B,[],1,5,1,,2,,1,5,1,,1,,1,5,1,5,,,1,5,1,5,,,1,5,1,5,,,1,2,5,5,,,1,5,1,5,,,5,1,5,5,,,1,3,5,2,,,1,3,5,5,,,1,5,1,5,,,1,5,1,5,,
한국보건산업진흥원 의료기기 정보망 예산규모(5천만)가 을지대학교 비교과시스템 개발 사업의 기재 예산보다 규모가 크거나 명시적으로 확인할 수 있는 상태인가요?,B,[],4,5,5,,1,,2,5,5,,1,,5,3,5,1,,,5,3,5,1,,,5,5,5,1,,,1,3,5,1,,,5,2,5,1,,,1,3,5,1,,,2,4,5,2,,,1,3,3,1,,,5,2,5,1,,,5,4,5,1,,
한국철도공사의 예약발매(예외 법인 에스알) ISMP 용역과 한국수자원공사의 사고분석솔루션 시범구축 양 사업 중에서 사업 자금이 십만 단위까지 상세하게 명확히 잡혀 있는 프로젝트는 어느 쪽인가요?,B,[],2,4,3,,4,,2,5,5,,2,,1,5,1,5,,,5,2,5,5,,,1,4,5,4,,,1,2,1,1,,,1,2,1,2,,,1,2,1,5,,,2,5,5,3,,,1,2,1,4,,,1,3,1,5,,,1,5,1,5,,
"(사)보험개발원의 실손보험 전산 체계와 한국보건산업진흥원의 의료기기 종합정보망 기능개선, 두 프로젝트 모두 보건·의료 생태계 공통 분모를 가지는데, 각자가 관리하려는 데이터의 '포괄하는 대상 특성' 중심축 차이는 무엇입니까?",B,[],2,3,3,,2,,2,3,5,,2,,5,3,5,2,,,5,2,5,1,,,1,2,5,2,,,1,3,5,1,,,1,2,5,1,,,1,5,1,1,,,1,2,5,4,,,5,1,5,2,,,5,3,5,1,,,1,1,5,1,,
국방과학연구소에서 파생된 2건의 사업 '대용량 자료전송시스템' 고도화 및 '기록관리 환경 보안 구축'이 각각 상극적인 정보 운영 목적(전파 vs 차단)을 갖습니다. 시스템 활용 지향점에서 어떤 차별적 핵심을 보여주나요?,B,[],4,4,5,,3,,5,3,5,,3,,5,1,5,1,,,1,5,1,5,,,1,5,1,1,,,1,2,5,1,,,1,4,1,1,,,1,5,1,1,,,4,2,5,4,,,1,2,5,1,,,1,5,1,1,,,1,5,1,1,,
"고려대학교의 메머드급 차세대 포털 사업비용, 수자원공사의 CMS 통합시스템 사업 예산을 더한 합계액을 명기한 후 두 시스템 공히 대규모 발주를 일으킨 핵심 내부 사용자 인터페이스(UI) 병목 현상의 맹점이 각각 교무 행정과 건설 관리라는 도메인에서 어떻게 교착되어왔는지 비평하십시오.",B,[],1,2,5,,3,,1,1,5,,2,,5,1,5,1,,,5,1,5,1,,,5,2,5,1,,,1,2,5,1,,,5,1,5,1,,,1,2,5,1,,,1,1,5,2,,,1,2,5,1,,,5,1,5,1,,,2,2,5,1,,
"국방과학연구소 기록관리 보안 환경(보수망), 울산광역시 버스정보망(대중망), 보건산업진흥원 의료기기 정보망(관제망) 등 서로 다른 3대 정보 체계 발주 예산을 전체 종합하여 계산하시오. 이후 이들이 각자의 시스템에서 다루는 데이터가 만약 마비(다운)될 경우 맞닥뜨릴 피해 대상 타격을 1)대공안보 타격, 2)사회적 이동 불편, 3)국가 기관 통계 차질이라는 관점에서 매칭해 요약하세요.",B,[],2,2,5,,1,,1,2,5,,1,,5,2,5,5,,,5,1,5,2,,,5,3,5,5,,,1,2,5,1,,,5,1,5,5,,,1,3,5,5,,,2,2,5,2,,,1,2,5,5,,,5,1,5,1,,,1,2,5,5,,
고려대학교의 '차세대 포털·학사 정보시스템 구축' 제안서에서 사업 수주 업체 직원들에게 제공되는 교내 주차장 무상 정기권 배부 수량은 총 몇 매입니까?,D,[],5,2,5,,1,,3,2,5,,1,,5,2,5,1,,,5,2,5,5,,,1,1,5,5,,,1,1,5,1,,,5,2,5,5,,,1,2,5,5,,,2,4,5,1,,,1,2,5,1,,,5,2,5,1,,,1,2,5,5,,
한국철도공사(용역)의 예약발매시스템 개량 ISMP 추진 과업의 지시서 내에 매표소 안내원의 유니폼을 교체하기 위한 하복 제작 피복비 예산 한도가 어떻게 책정되어 지정되었습니까?,D,[],2,2,1,,1,,1,3,5,,1,,1,2,5,1,,,5,1,5,1,,,5,2,5,1,,,1,5,5,1,,,5,2,5,1,,,1,3,5,1,,,1,3,5,1,,,5,5,5,1,,,5,2,5,1,,,1,3,5,1,,
저기여 보홈게뱔원에서 지금 그거 실쏜보험 쳥구 전산화 샤업 이거 하는이유 목적이 뭔지 존나게 심플하게 한문쟝으루만 딱 알랴줄랩쇼?,E,[],5,5,5,,5,,5,5,5,,5,,5,1,5,1,,,5,1,5,1,,,1,2,1,1,,,1,5,1,1,,,1,3,1,4,,,1,5,1,2,,,5,5,5,5,,,1,5,1,1,,,1,4,1,1,,,1,5,1,1,,
수쨔언꽁샤 씨엠애스 현장 건슐툥합고됴화 사업 쳥 에싼이랑요 그리구 고려댸 포탈시스템 구축 에산이랑 어느게 얼먄큼 더 큰건지 규모 차이 죰 자세히 요략 해쥬쇼!,E,[],2,2,3,,2,,2,2,5,,1,,1,1,5,1,,,5,1,5,1,,,2,2,5,1,,,1,2,1,1,,,1,1,1,1,,,1,1,1,1,,,2,2,3,2,,,1,2,3,1,,,1,2,5,1,,,1,2,3,1,,
(사)보험개발원의 실손보험 청구 전산화 시스템 구축 사업 공고문상 책정된 발주 기초금액은 얼마인가요?,A,[],3,4,5,,4,,1,3,5,,5,,1,2,5,2,,,2,2,5,2,,,5,3,5,1,,,1,1,5,1,,,1,2,5,1,,,2,2,5,1,,,3,4,5,2,,,5,1,5,2,,,1,2,5,1,,,4,2,5,2,,
국방과학연구소의 기록관리시스템 통합 활용 프로젝트에 책정된 예산 규모를 알려 주십시오.,A,[],5,5,5,,2,,5,5,5,,2,,5,3,5,1,,,5,1,5,1,,,2,2,5,1,,,5,4,5,1,,,5,2,5,1,,,1,2,5,1,,,3,3,5,2,,,1,2,5,1,,,5,1,5,1,,,1,3,5,1,,
한국수자원공사의 '건설통합시스템(CMS) 고도화' 사업은 내부의 어떤 관리 업무를 통합 전산망으로 고도화하려는 목적입니까?,A,[],4,5,5,,4,,3,5,1,,5,,5,1,5,1,,,1,2,5,1,,,1,5,1,1,,,1,4,1,1,,,1,4,1,1,,,1,3,1,1,,,4,5,1,4,,,1,4,1,1,,,1,5,1,1,,,1,4,1,1,,
한국보건산업진흥원의 의료기기산업 종합정보시스템 기능개선 사업이 해결해야 할 가장 시급한 운영자(오퍼레이터) 측면의 기술적 애로사항은 무엇입니까?,A,[],5,3,5,,2,,3,4,5,,4,,5,1,5,1,,,5,1,5,2,,,5,1,5,5,,,1,3,1,1,,,5,1,5,5,,,1,3,5,5,,,5,4,5,4,,,1,3,1,1,,,2,2,1,1,,,1,3,5,4,,
"한국생산기술연구원의 2세대 전자조달시스템 구축 사업 예산 94,000,000원 중, 서버 이관 및 세팅 비용으로 15,000,000원이 고정 배정되고 나머지 예산을 외주 개발자 2명에게 공평하게 월급 형태로 5개월 간 지급한다고 가정할 때 개발자 1인이 월별로 수령하는 가상의 개발 인건비는 얼마입니까?",A,[],1,5,5,,2,,1,3,5,,3,,1,5,1,1,,,1,2,1,5,,,1,5,1,5,,,1,1,1,5,,,1,5,1,5,,,5,1,5,1,,,1,2,5,2,,,1,1,3,1,,,1,5,1,5,,,5,2,5,5,,
"울산광역시 버스정보시스템 확대 구축 사업의 총 예산 986,945,000원이 연말 예산 감축 정책에 따라 기재부로부터 일괄적으로 15% 일괄 삭감 조치를 통보받았을 경우, 이 감축 사태로 인해 울산광역시가 최종적으로 쥐고 운용해야 하는 삭감 후 잔여 편성 예산은 얼마로 추산되나요?",A,[],3,5,1,,5,,2,5,1,,5,,1,5,1,1,,,1,5,1,5,,,1,5,1,1,,,1,2,5,1,,,1,5,1,1,,,1,5,1,1,,,1,5,1,5,,,1,1,5,5,,,1,5,1,5,,,1,5,1,5,,
고려대학교의 대규모 학사 정보시스템 사업(약 112.7억)과 국방과학연구소 대용량 자료전송시스템 고도화(약 3.1억) 간의 투자 예산 금액 격차는 얼마인가요?,B,[],1,5,1,,1,,3,1,5,,2,,1,5,1,5,,,1,5,1,5,,,1,5,1,5,,,5,2,5,5,,,5,3,5,5,,,1,5,5,5,,,1,2,5,1,,,1,3,5,5,,,5,1,5,5,,,1,3,5,5,,
"한국보건산업진흥원의 의료기기시스템 기능개선 비용(50,000,000원)과 국방과학연구소 보안 환경 구축 비용(282,300,000원)을 합산한 예산의 종합 크기는 얼마입니까?",B,[],1,2,5,,4,,1,1,5,,1,,1,5,1,5,,,1,5,1,5,,,1,5,1,5,,,5,1,5,5,,,5,1,5,5,,,1,2,5,5,,,1,2,5,2,,,1,2,5,5,,,1,5,1,5,,,1,5,1,5,,
고려대 학사 포털 시스템 재구축 예산(약 112.7억)이 울산광역시 버스정보시스템 확대 예산(약 9.87억)을 상회하고 있습니까?,B,[],1,3,5,,3,,1,4,1,,1,,5,1,5,1,,,5,3,5,1,,,1,5,1,1,,,1,5,1,5,,,5,1,5,5,,,1,5,1,1,,,1,3,5,4,,,1,4,1,1,,,5,1,5,5,,,1,5,1,5,,
한국철도공사의 예약발매(예외 법인 에스알) ISMP 용역과 을지대학교 비교과시스템 개발 사업 중 각 사업의 예산 규모를 과업 문서의 단독 정보로 명시하여 고시한 구역이 있습니까?,B,[],2,3,3,,4,,2,2,3,,2,,5,3,5,2,,,5,3,5,4,,,5,2,5,2,,,1,3,5,1,,,1,4,5,2,,,1,4,5,5,,,2,2,3,4,,,5,2,5,4,,,1,2,5,4,,,2,5,5,5,,
수자원공사의 사고분석솔루션 용역과 생기원의 2세대 전자조달시스템 구축 체계는 조직 내 실무자들의 의사결정을 돕는 데 큰 역할을 합니다. 양 체계가 다루는 의사결정의 주 대상 데이터 성격은 모니터링적 관점에서 어떻게 갈리나요?,B,[],5,1,5,,1,,3,1,5,,2,,5,1,5,2,,,1,2,1,2,,,1,2,1,4,,,5,2,5,1,,,5,1,5,2,,,5,2,5,3,,,2,1,5,1,,,5,2,5,3,,,5,1,5,3,,,5,2,5,2,,
국방과학연구소의 1) 대용량 자료전송시스템 고도화 2) 기록관리 환경 보안 구축 사업 모두가 동일한 연구소망 위에서 국방 조직을 상대로 폐쇄적인 서비스를 제공합니다. 그러나 가장 본질적인 시스템 지향성 측면(유동성과 격리성)에서 양 조직이 추구하는 차의점의 근본 원인은 무엇입니까?,B,[],4,2,5,,2,,4,2,3,,4,,5,2,5,1,,,5,1,5,1,,,1,3,1,1,,,5,3,5,1,,,5,2,5,2,,,1,3,1,1,,,3,2,5,2,,,1,3,5,1,,,5,1,5,1,,,1,3,1,1,,
보험개발원의 실손보험 청구 체계 사업과 에스알의 예약발매시스템 ISMP 구축 사업이 모두 전국 단위의 트래픽을 관장하는 인프라를 지표로 삼고 있습니다. 양 사업의 전략 수립 시 공통적으로 제일 경계하고 있는 '대규모 국민 피해 리스크'의 매커니즘은 무엇입니까?,B,[],4,2,5,,2,,3,2,5,,2,,2,1,5,4,,,1,2,5,2,,,1,3,5,4,,,1,2,5,3,,,1,1,5,4,,,1,2,1,3,,,2,2,5,5,,,1,2,5,4,,,1,1,1,3,,,5,2,5,4,,
"본 섹션에 명시된 고려대학교 학사 정보 차세대 사업, 수자원공사 건설통합시스템 확충 사업, 보건산업진흥원 의료기기시스템 기능개선의 배정 예산을 우선 일괄 병합 계산해 보십시오. 나아가, 이 3대 과제가 노후 서버(레거시) 교체를 목표로 함에도 불구하고 '새로운 규제 법안 충족 혹은 대규모 신규 이용자 패턴(예: 모바일 우선 정책 등) 수용'이라는 각각의 새로운 환경 제약을 뚫어야 하는 당면 과제를 비교 묘사하십시오.",B,[],2,2,5,,1,,1,1,5,,2,,5,2,5,1,,,5,2,5,2,,,5,2,5,1,,,1,3,5,1,,,1,4,1,1,,,1,1,5,1,,,1,2,5,2,,,1,2,3,2,,,5,1,5,1,,,1,4,5,1,,
"국방과학연구소의 '대용량 자료전송시스템 고도화' 과정에 있어서, 개발에 참여하는 소프트웨어 엔지니어들이 연구소 내 구내식당에서 매 끼 식사를 무료로 지출 결제하기 위한 식권 전자태그(RFID) 배정 수량은 도합 몇 매로 기입되어 있나요?",D,[],1,2,5,,1,,1,3,5,,1,,5,3,5,1,,,5,1,5,1,,,5,2,5,1,,,1,1,5,1,,,5,3,5,5,,,1,2,5,1,,,1,2,5,1,,,1,1,5,1,,,5,5,5,1,,,1,1,5,1,,
"을지대학교 비교과시스템 개발 용역 지침에서, 학생 심리상담 예약 연동 모듈을 개발할 때 우울증 고위험군 재학생들에게 대학 지정 병원까지 연결 전송해 주는 응급 콜택시 배차비 국고 지원 한도는 얼마로 잡혀 있습니까?",D,[],5,2,5,,1,,2,2,5,,1,,1,1,5,1,,,5,2,5,1,,,5,1,5,1,,,1,2,5,1,,,5,1,5,1,,,2,1,5,1,,,2,1,5,1,,,1,2,5,1,,,5,2,5,1,,,2,1,5,1,,
한국수ㅈr원공사에서 하는 건설통합시스템 즉 CMS 고됴화 사업 여기 배정댄 에산액 좀 꼭 찝어 알려주소!,E,[],5,3,5,,2,,4,5,5,,2,,5,2,5,1,,,5,3,5,1,,,5,2,5,1,,,1,5,1,1,,,1,3,5,1,,,1,3,1,1,,,4,3,5,1,,,1,1,5,1,,,1,1,5,1,,,1,5,1,1,,
"우울샨광역씨 버쓰정보시스탬 확댜 구죽 용약은 말입니다, 여기다가 지방비인지 몰라도 예산이 종합 얼마 편셩 댄건지 숫쟈로 딱! 말해주세염.",E,[],3,2,3,,2,,4,5,5,,4,,5,2,5,1,,,5,1,5,1,,,1,2,5,1,,,1,5,1,1,,,1,5,1,1,,,1,5,1,1,,,4,2,1,4,,,5,1,5,1,,,5,3,5,1,,,1,1,5,1,,
국방과학연구소의 '기록관리시스템 통합 활용 및 보안 환경 구축' 과업이 다루는 기록물의 근본적인 속성은 어떻게 기술되어 있습니까?,A,[],5,3,5,,1,,4,3,5,,2,,5,2,5,5,,,5,1,5,4,,,5,1,5,5,,,1,1,5,1,,,5,1,5,1,,,5,2,5,1,,,3,2,5,2,,,1,2,5,1,,,5,1,5,5,,,1,2,5,1,,
한국수자원공사가 주관하는 '사고분석솔루션 시범구축' 과업의 총론적인 계약 자금액은 얼마인가요?,A,[],5,4,5,,5,,5,4,5,,5,,5,2,5,1,,,5,1,5,1,,,5,3,5,1,,,1,2,1,1,,,1,5,1,1,,,1,5,1,1,,,5,4,5,5,,,1,2,1,1,,,1,5,1,1,,,1,5,1,1,,
